Méthode d'observation :;Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A);Moyenne de la période (A)
Source :;BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0);BCE (Banque Centrale Européenne) (4F0)
2023-06-01;1,6407;5,4032;1,4514;0,9732;7,6066;23,687;7,4477;0,85823;8,3786;370,42;15964,76;3,997;88,207;149,7;149,25;1413,23;18,8695;4,9351;11,967;1,7775;60,057;4,541;4,9645;11,6455;1,4466;37,204;22,252;1,0697;21,1567
2023-05-31;1,6497;5,4288;1,4582;0,9724;7,5926;23,741;7,448;0,86405;8,3696;370,85;16030,39;3,9713;88,34;149,7;149,13;1416,29;18,9263;4,9307;12,0045;1,7793;60,053;4,5368;4,9695;11,6278;1,4467;37,134;22,132;1,0683;21,1353
2023-05-30;1,6397;5,3756;1,4586;0,969;7,599;23,709;7,4486;0,86365;8,4158;370,4;16086,45;3,989;88,7985;149,3;150,01;1415,24;18,8465;4,9439;11,8745;1,7716;60,474;4,5235;4,963;11,634;1,45;37,26;21,9118;1,0744;21,1269
2023-05-29;1,6384;5,346;1,4564;0,9683;7,582;23,693;7,4492;0,86805;8,39;371,45;16030,07;3,9858;88,52;149,3;150,29;1417,96;18,8519;4,9343;11,9175;1,7676;60,077;4,52;4,96;11,5956;1,4499;37,235;21,5394;1,0715;21,0611
2023-05-28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-05-27;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-05-26;1,6439;5,3878;1,463;0,9707;7,5874;23,648;7,4489;0,86813;8,423;371,61;16085,65;4,018;88,8049;149,5;150,24;1425,46;19,069;4,9465;11,8218;1,7656;60,011;4,5354;4,9572;11,528;1,452;37,263;21,534;1,0751;21,0148
2023-05-25;1,6443;5,332;1,4599;0,9708;7,5891;23,645;7,4502;0,86793;8,4092;372,3;16040,83;3,9894;88,8055;150,7;149,63;1424,3;19,0797;4,9655;11,7695;1,7655;60,132;4,511;4,9495;11,549;1,4515;37,154;21,3944;1,0735;20,7466
2023-05-24;1,6402;5,3397;1,46;0,9732;7,6005;23,671;7,4477;0,86993;8,4462;372,7;16063,5;4,0095;89,1473;151,3;149,3;1421,92;19,2493;4,9536;11,8175;1,7582;60,068;4,49;4,9614;11,5103;1,4526;37,171;21,4487;1,0785;20,7479
2023-05-23;1,6282;5,3649;1,4571;0,9718;7,6039;23,681;7,4475;0,86993;8,448;376,45;16043,23;3,9756;89,2675;151,3;149,2;1422,75;19,3225;4,926;11,792;1,7246;60,052;4,5018;4,972;11,4494;1,4527;37,435;21,3993;1,0779;20,792
2023-05-22;1,6294;5,4056;1,4618;0,97;7,6067;23,676;7,4478;0,86846;8,4696;374,73;16100,33;3,9552;89,671;151,3;149,64;1423,76;19,3742;4,9218;11,7765;1,7232;60,353;4,5133;4,9737;11,3765;1,4554;37,282;21,4629;1,0822;20,9137
2023-05-21;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-05-20;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-05-19;1,6231;5,3554;1,4575;0,9738;7,5766;23,764;7,4481;0,8684;8,4494;376,73;16129,14;3,9338;89,4215;151,3;149,55;1432,76;19,085;4,9052;11,701;1,7206;60,26;4,5205;4,9783;11,3695;1,4538;37,169;21,4089;1,0808;20,8848
2023-05-18;1,6285;5,3612;1,4568;0,9735;7,5983;23,683;7,4477;0,8689;8,464;373,87;16089,38;3,9349;89,2915;151,5;149,08;1442,07;19,146;4,9053;11,737;1,7323;60,324;4,543;4,9708;11,3609;1,4544;37,116;21,3964;1,0813;20,9693
2023-05-17;1,6273;5,3728;1,4609;0,9746;7,5762;23,632;7,4476;0,86895;8,4788;371,25;16118,14;3,9493;89,1878;152,1;148,31;1448,48;19,0493;4,9001;11,7295;1,7313;60,793;4,507;4,9605;11,325;1,4542;37,106;21,3965;1,0829;20,8793
2023-05-16;1,6307;5,334;1,4652;0,9732;7,5793;23,675;7,4468;0,86938;8,5293;369,2;16132,09;3,9855;89,4655;150,9;147,89;1458,78;18,9822;4,8954;11,613;1,7428;61,001;4,4865;4,9478;11,2765;1,4545;36,963;21,4425;1,0881;20,7496
2023-05-15;1,6261;5,3431;1,4684;0,9747;7,5621;23,574;7,4471;0,86943;8,525;369,3;16089,55;3,9776;89,499;150,9;148,15;1453,79;19,0872;4,8915;11,583;1,7494;60,984;4,5078;4,9375;11,2905;1,4548;36,772;21,3896;1,0876;20,7496
2023-05-14;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-05-13;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-05-12;1,631;5,3844;1,4702;0,9744;7,5722;23,606;7,4484;0,8702;8,5425;370,98;16130,23;3,9695;89,52;150,3;147,02;1455,02;19,2067;4,8785;11,631;1,7503;60,804;4,5343;4,9318;11,2425;1,4534;37,022;21,3588;1,0892;20,943
2023-05-11;1,6226;5,4218;1,4672;0,9758;7,5817;23,488;7,4484;0,86795;8,5671;371,45;16079,12;3,9869;89,6905;149,9;146,54;1451,78;19,2241;4,8775;11,518;1,7228;60,859;4,5238;4,9322;11,2184;1,451;36,796;21,3781;1,093;20,7485
2023-05-10;1,6222;5,4497;1,4657;0,9771;7,5818;23,419;7,4478;0,86813;8,5739;370,98;16150,98;4,0153;89,8185;149,9;148,18;1449,79;19,3954;4,8821;11,5485;1,7303;60,995;4,5363;4,9219;11,1938;1,4541;36,858;21,3974;1,095;20,5005
2023-05-09;1,6217;5,4863;1,4679;0,9788;7,5853;23,363;7,4452;0,8699;8,5934;371,68;16159,2;4,0077;89,9495;150,7;147,97;1451,9;19,497;4,8762;11,575;1,732;61,123;4,5723;4,92;11,1885;1,4544;36,921;21,3858;1,0959;20,2003
2023-05-08;1,6244;5,4613;1,471;0,9813;7,6347;23,41;7,4473;0,87228;8,6618;372,2;16237,42;4,0132;90,2775;150,5;149,15;1458,26;19,6393;4,8971;11,5505;1,7389;61,015;4,5693;4,9246;11,2012;1,462;37,382;21,5304;1,1037;20,2552
2023-05-07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-05-06;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-05-05;1,6379;5,496;1,486;0,9828;7,6112;23,401;7,4499;0,87378;8,6434;372,48;16156,49;4,0159;90,001;150,1;147,8;1451,9;19,7073;4,8869;11,6895;1,7488;60,83;4,577;4,928;11,2365;1,46;37,172;21,4745;1,1014;20,2345
2023-05-04;1,6585;5,5194;1,5072;0,9802;7,6538;23,46;7,4503;0,88015;8,6909;373,94;16263,59;4,0268;90,5495;150,1;148,92;1465,69;19,8208;4,9313;11,8282;1,7668;61,286;4,5905;4,9295;11,341;1,4695;37,43;21,5825;1,1074;20,1357
2023-05-03;1,6564;5,5521;1,5045;0,9809;7,633;23,559;7,4514;0,88265;8,6687;375,63;16211,37;4,0163;90,3465;150,1;149,66;1472,7;19,8311;4,9174;11,886;1,7717;61,083;4,582;4,9302;11,3265;1,4704;37,524;21,5057;1,1043;20,1657
2023-05-02;1,6371;5,4853;1,4885;0,9841;7,5791;23,587;7,4538;0,87868;8,6075;371,98;16143,37;3,9717;89,7515;149,7;150,7;1470,32;19,6703;4,8948;11,762;1,7654;60,712;4,5758;4,9305;11,2915;1,4646;37,478;21,3508;1,0965;20,146
2023-05-01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-30;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-29;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-28;1,6664;5,4872;1,4981;0,9839;7,5979;23,502;7,4538;0,8805;8,6199;373,78;16111,9;3,9939;89,8555;149,1;149,35;1470,89;19,8182;4,8981;11,791;1,7864;60,923;4,5815;4,9301;11,3515;1,4679;37,467;21,3608;1,0981;20,1558
2023-04-27;1,6672;5,5532;1,5041;0,9862;7,6454;23,512;7,4538;0,88428;8,6679;373,58;16252,57;4,0184;90,3185;149,7;147,16;1480,87;20,0182;4,928;11,714;1,794;61,526;4,59;4,939;11,3805;1,4749;37,664;21,4528;1,1042;20,1452
2023-04-26;1,6725;5,5739;1,5035;0,9824;7,6424;23,477;7,4534;0,8856;8,6655;375,83;16389,57;4,0161;90,2465;149,7;147,67;1476,66;19,9388;4,9201;11,722;1,8032;61,454;4,5928;4,9391;11,3855;1,4745;37,731;21,4424;1,1039;20,308
2023-04-25;1,6564;5,5729;1,4984;0,9786;7,6289;23,476;7,453;0,88645;8,652;375,42;16463,59;4,0146;90,331;150,3;147,91;1475,7;19,8039;4,9046;11,695;1,7887;61,205;4,59;4,937;11,3045;1,4735;37,949;21,4071;1,1022;20,1501
2023-04-24;1,6468;5,5788;1,4906;0,98;7,5837;23,439;7,453;0,88463;8,6346;375,15;16447,99;4,0244;90,1255;150,1;148,17;1468,59;19,8331;4,8821;11,647;1,7916;61,336;4,6055;4,9298;11,309;1,4684;37,858;21,3507;1,1002;19,9476
2023-04-23;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-22;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-21;1,6394;5,5432;1,4859;0,9795;7,5619;23,565;7,4527;0,8857;8,6157;377,23;16423,09;4,0175;90,109;150,1;146,92;1458,64;19,7623;4,8715;11,6505;1,7913;61,401;4,6108;4,941;11,3315;1,4651;37,731;21,2999;1,0978;19,8967
2023-04-20;1,629;5,5484;1,4757;0,981;7,5298;23,502;7,4524;0,88153;8,5907;377,68;16364,81;4,0022;89,9365;149,5;147,46;1450,34;19,8156;4,8564;11,604;1,7763;61,429;4,611;4,9308;11,328;1,4599;37,609;21,2348;1,0944;19,8552
2023-04-19;1,6301;5,4843;1,4698;0,9828;7,5406;23,475;7,4514;0,88108;8,5816;376,35;16390,21;4,0007;89,8985;149,5;147,24;1458,87;19,8057;4,8564;11,5335;1,7668;61,709;4,6238;4,9321;11,306;1,4615;37,708;21,2083;1,0933;19,9808
2023-04-18;1,6276;5,3899;1,4679;0,9831;7,5436;23,373;7,4513;0,88143;8,6129;371,68;16319,23;3,9937;89,9955;149,7;146,89;1445,35;19,7174;4,865;11,4675;1,7637;61,73;4,618;4,9357;11,2955;1,4614;37,623;21,2812;1,0972;19,9299
2023-04-17;1,6356;5,3861;1,4673;0,9812;7,5433;23,345;7,452;0,88373;8,62;371,7;16299,22;4,0005;90,0607;149,7;146,97;1444,13;19,7526;4,8558;11,364;1,7717;61,449;4,6288;4,9425;11,3163;1,4615;37,753;21,2835;1,0981;19,8937
2023-04-16;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-15;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-14;1,6309;5,441;1,4725;0,9827;7,5761;23,341;7,451;0,8844;8,6797;373,68;16291,79;4,0426;90,3595;149,7;146,6;1438,43;19,9598;4,8673;11,402;1,7588;61,122;4,6435;4,9423;11,3455;1,4665;37,66;21,4218;1,1057;19,9352
2023-04-13;1,6343;5,4117;1,4759;0,9804;7,5758;23,271;7,4509;0,88058;8,6468;374,55;16224,93;4,0277;90,1665;149,1;146,81;1441,15;19,9235;4,8466;11,457;1,7624;60,972;4,632;4,9435;11,3886;1,4592;37,548;21,2912;1,1015;19,971
2023-04-12;1,6377;5,4635;1,4728;0,9853;7,5183;23,421;7,4506;0,88038;8,5737;376,23;16253,32;4,0138;89,6875;149,1;146,09;1448,1;19,7972;4,8193;11,4745;1,7649;60,291;4,6631;4,9385;11,348;1,4538;37,391;21,0976;1,0922;20,133
2023-04-11;1,6387;5,5072;1,4732;0,9868;7,508;23,469;7,4505;0,87738;8,5603;375,23;16263,25;3,9722;89,5205;149,5;145,28;1441,82;19,7901;4,8184;11,5435;1,7566;59,996;4,669;4,9375;11,4255;1,4526;37,361;21,0333;1,0905;19,9013
2023-04-10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-09;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-08;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-07;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-06;1,6312;5,5096;1,4704;0,9878;7,5014;23,409;7,451;0,87495;8,5682;376,1;16290,63;3,9261;89,3655;149,7;143,49;1438,81;19,9624;4,8015;11,3855;1,7387;59,562;4,6863;4,9369;11,3875;1,4507;37,171;21,0195;1,0915;19,8929
2023-04-05;1,6325;5,5497;1,4719;0,9901;7,5265;23,429;7,4498;0,87685;8,5877;376,19;16330,9;3,9226;89,7215;149,7;143,74;1434,8;19,8441;4,812;11,399;1,7349;59,604;4,6818;4,9314;11,3265;1,4512;37,032;21,0619;1,094;19,6107
2023-04-04;1,6154;5,5121;1,4641;0,9954;7,5034;23,418;7,4513;0,87333;8,5569;376,83;16251,48;3,8855;89,59;149,3;144,94;1434,69;19,6561;4,803;11,2345;1,7336;59,436;4,6718;4,933;11,2525;1,4467;37,314;20,9609;1,0901;19,4414
2023-04-03;1,608;5,4786;1,4628;0,9949;7,4832;23,44;7,4504;0,8779;8,5328;378,84;16269,13;3,9055;89,471;149,7;144,51;1429,43;19,5519;4,8035;11,2515;1,7283;59,383;4,6765;4,9367;11,2835;1,4464;37,306;20,8726;1,087;19,4208
2023-04-02;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-04-01;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-03-31;1,6268;5,5158;1,4737;0,9968;7,4763;23,492;7,4485;0,8792;8,5367;379,5;16300,19;3,9284;89,3995;148,3;144,83;1420,26;19,6392;4,7986;11,394;1,7392;59,05;4,67;4,949;11,2805;1,4464;37,111;20,8632;1,0875;19,3275
2023-03-30;1,6263;5,5531;1,474;0,9963;7,4898;23,547;7,4493;0,88164;8,5455;380,63;16376,04;3,9055;89,3575;148,1;144,42;1413,65;19,6843;4,8143;11,357;1,7462;59,166;4,6813;4,9483;11,3037;1,4465;37,252;20,8653;1,0886;19,646
2023-03-29;1,6252;5,5958;1,4739;0,9973;7,4679;23,631;7,4495;0,87988;8,5147;379,8;16335,17;3,8709;89,2985;148,7;143,58;1411,29;19,7327;4,7927;11,3005;1,7405;59,007;4,687;4,95;11,2955;1,4425;37,086;20,75;1,0847;19,6494
2023-03-28;1,6219;5,608;1,4803;0,9947;7,4554;23,668;7,4492;0,87938;8,51;382,95;16353,4;3,8409;89,064;148,1;141,69;1407,94;19,8389;4,7717;11,324;1,7382;58,951;4,6815;4,9523;11,2195;1,4394;37,152;20,7153;1,0841;19,7029
2023-03-27;1,6204;5,6362;1,4769;0,9875;7,4131;23,732;7,4515;0,87818;8,4566;385,3;16319,16;3,8412;88,6672;149,9;141,64;1400,23;19,8128;4,7633;11,338;1,7397;58,347;4,6855;4,9405;11,212;1,4351;37,07;20,5701;1,0773;19,7373
2023-03-26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-03-25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-03-24;1,6189;5,7298;1,4816;0,9874;7,3826;23,682;7,4519;0,8794;8,4344;386,8;16316,05;3,8755;88,565;150,1;139,85;1401,12;20,0854;4,7579;11,3065;1,7329;58,421;4,6865;4,9305;11,208;1,433;36,748;20,4882;1,0745;19,5755
2023-03-23;1,6242;5,6995;1,4875;0,9969;7,4312;23,658;7,4482;0,88523;8,5396;384,75;16450,63;3,9371;89,481;149,9;142,87;1396,18;20,1915;4,8063;11,284;1,7373;59,125;4,6868;4,9228;11,222;1,4434;37,119;20,7179;1,0879;19,7787
2023-03-22;1,6132;5,6683;1,4782;0,996;7,4238;23,722;7,4472;0,87925;8,4636;388,55;16465,08;3,9207;89,08;149,9;143,13;1406,43;20,0036;4,8047;11,332;1,7362;58,683;4,6835;4,9215;11,1535;1,4391;37,1;20,5354;1,0785;19,8529
2023-03-21;1,6136;5,6491;1,4726;0,997;7,4058;23,846;7,4465;0,88033;8,4547;391,58;16490,75;3,937;89,0308;150,1;142,63;1406,34;20,1454;4,8196;11,3125;1,7412;58,485;4,6998;4,9225;11,099;1,4392;36,929;20,5035;1,0776;19,9659
2023-03-20;1,5978;5,6183;1,4669;0,9928;7,3739;23,988;7,445;0,8756;8,4038;399,21;16453,38;3,9359;88,49;150,1;140,77;1401,82;20,3003;4,8076;11,421;1,7106;58,281;4,7045;4,9233;11,1564;1,4354;36,513;20,3838;1,0717;19,7861
2023-03-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-03-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-03-17;1,5874;5,5872;1,4584;0,9858;7,3117;23,948;7,445;0,87488;8,3387;395,93;16332,02;3,9057;87,787;149,3;140,57;1389,84;19,9829;4,7649;11,4218;1,7014;58,118;4,7045;4,9208;11,1995;1,4262;36,246;20,1859;1,0623;19,4988
2023-03-16;1,5932;5,6005;1,4565;0,982;7,3045;24,011;7,4476;0,8782;8,3165;396,43;16365,21;3,889;87,7298;150,1;140,18;1388,4;20,2064;4,772;11,4487;1,715;58,188;4,6963;4,9215;11,1781;1,4276;36,436;20,1194;1,0595;19,4759
2023-03-15;1,5888;5,5672;1,4504;0,9727;7,2865;23,942;7,4446;0,87243;8,2796;397,5;16352,53;3,833;87,3125;150,3;139,51;1393,75;19,9704;4,7296;11,34;1,7006;58,051;4,7;4,9218;11,202;1,4245;36,552;20,0269;1,0549;19,419
2023-03-14;1,6052;5,6136;1,4689;0,9784;7,3758;23,791;7,4447;0,88054;8,4248;391,5;16492,99;3,8937;88,431;151,1;144,09;1402,36;20,092;4,8177;11,335;1,7198;59,134;4,6878;4,9218;11,288;1,4428;37,01;20,3732;1,0737;19,3931
2023-03-13;1,6066;5,6256;1,4745;0,975;7,3413;23,747;7,4444;0,8837;8,3963;390,95;16497,9;3,8814;88,046;150,9;141,96;1399,19;20,1933;4,8145;11,3893;1,7225;58,872;4,6944;4,9168;11,439;1,444;37,0;20,3131;1,0706;19,4545
2023-03-12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-03-11;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-03-10;1,6064;5,5037;1,4643;0,9824;7,3594;23,635;7,4425;0,88258;8,3095;383,65;16402,95;3,8118;86,9375;150,1;144,7;1398,24;19,5428;4,7849;11,29;1,7292;58,4;4,6815;4,9143;11,3915;1,4349;37,115;20,0737;1,0586;19,425
2023-03-09;1,5965;5,4202;1,4574;0,9911;7,3515;23,626;7,4421;0,88814;8,2848;379,1;16294,3;3,8079;86,6215;149,9;143,82;1395,0;18,9237;4,7715;11,2715;1,7232;58,237;4,6785;4,915;11,3365;1,4279;37,066;20,0026;1,0554;19,6578
2023-03-08;1,5978;5,451;1,4499;0,9931;7,3315;23,585;7,4412;0,89074;8,2777;379,87;16290,52;3,7861;86,421;149,9;144,7;1389,6;19,0229;4,7721;11,2205;1,7242;58,377;4,6753;4,9113;11,2835;1,4269;37,002;19,9706;1,0545;19,5893
2023-03-07;1,6002;5,5224;1,4552;0,9959;7,3975;23,495;7,4426;0,88968;8,3719;377,38;16403,79;3,8504;87,2625;149,9;145,21;1392,09;19,2065;4,7699;11,1935;1,7229;58,721;4,6898;4,9178;11,2285;1,4357;36,917;20,1736;1,0665;19,5975
2023-03-06;1,5807;5,5356;1,4493;0,9947;7,3802;23,545;7,4423;0,8863;8,357;377,0;16326,06;3,823;87,1445;149,7;144,64;1381,49;19,1419;4,7673;11,1109;1,7188;58,51;4,709;4,9205;11,159;1,4324;36,761;20,1236;1,0646;19,3688
2023-03-05;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-03-04;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-03-03;1,5728;5,5248;1,4437;0,9958;7,3326;23,508;7,4412;0,8853;8,3325;378,71;16256,46;3,8913;86,9185;150,3;144,55;1383,24;19,1997;4,7513;11,061;1,7069;58,128;4,708;4,9235;11,143;1,4296;36,781;20,0628;1,0615;19,2837
2023-03-02;1,5773;5,5242;1,4448;0,9988;7,3285;23,487;7,4417;0,88785;8,3244;374,63;16246,63;3,8674;87,5365;151,1;145,07;1392,26;19,2513;4,7463;11,085;1,7057;58,343;4,689;4,9223;11,135;1,4307;36,943;20,0318;1,0605;19,3211
2023-03-01;1,5776;5,5535;1,4531;0,9997;7,3349;23,426;7,4431;0,88574;8,3866;373,58;16273,43;3,8729;88,0848;151,7;144,82;1389,03;19,4883;4,7784;11,0365;1,7048;58,762;4,6745;4,9174;11,1;1,4316;37,063;20,1798;1,0684;19,3769
2023-02-28;1,576;5,528;1,4411;0,9947;7,3663;23,497;7,4443;0,87701;8,3351;377,68;16193,42;3,8821;87,7205;152,3;145,23;1401,84;19,448;4,7653;10,9713;1,7216;58,76;4,7125;4,92;11,078;1,4314;37,485;20,0556;1,0619;19,5518
2023-02-27;1,5739;5,4848;1,4334;0,9929;7,3378;23,619;7,4426;0,88073;8,2818;379,93;16119,69;3,8742;87,336;152,3;143,88;1396,0;19,3777;4,7266;10,9635;1,7185;58,596;4,716;4,9198;11,0595;1,4246;37,045;19,9324;1,0554;19,4574
2023-02-26;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-02-25;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-02-24;1,5668;5,4633;1,4374;0,9898;7,3398;23,643;7,4438;0,88245;8,2959;380,6;16098,17;3,8916;87,4845;152,7;143,55;1387,18;19,5027;4,6883;10,937;1,7109;58,045;4,7205;4,9195;11,003;1,4239;36,921;19,9565;1,057;19,5243
2023-02-23;1,5551;5,4765;1,4366;0,9892;7,3227;23,686;7,4429;0,8814;8,3291;381,43;16141,05;3,8401;87,6695;152,7;143,32;1376,59;19,4512;4,7071;10,9545;1,7039;58,351;4,7438;4,9146;11,0579;1,4249;36,848;20,0355;1,0616;19,4076
2023-02-22;1,5576;5,5008;1,4408;0,987;7,3367;23,669;7,4459;0,87945;8,3512;382,33;16178,12;3,886;88,238;154,3;143,24;1386,99;19,5976;4,7275;10,9665;1,7066;58,648;4,7443;4,9238;11,0163;1,4252;36,775;20,0908;1,0644;19,4048
2023-02-21;1,5517;5,511;1,4351;0,9853;7,3372;23,73;7,4456;0,87925;8,3645;382,19;16194,81;3,8859;88,2835;154,1;143,76;1387,03;19,6085;4,7268;10,9468;1,7092;58,684;4,7478;4,9188;11,0098;1,4272;36,897;20,1223;1,0664;19,4579
2023-02-20;1,5456;5,5162;1,4367;0,9861;7,3191;23,693;7,4461;0,88738;8,3623;382,83;16178,69;3,8032;88,306;154,7;143,09;1384,38;19,6555;4,7291;10,9683;1,7087;58,675;4,7435;4,918;11,062;1,4259;36,708;20,1379;1,0674;19,3471
2023-02-19;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-02-18;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2023-02-17;1,556;5,5487;1,4366;0,9896;7,3081;23,715;7,4464;0,88888;8,3349;386,61;16160,7;3,785;88,021;154,1;143,18;1383,32;19,7313;4,709;11,015;1,7123;58,831;4,7773;4,9165;11,1983;1,4231;36,741;20,0478;1,0625;19,265
2023-02-16;1,55;5,609;1,4334;0,9873;7,3351;23,685;7,449;0,88883;8,3985;382,65;16193,38;3,7907;88,4574;154,3;143,31;1376,52;19,872;4,7123;10,9513;1,7033;59,011;4,7765;4,9009;11,142;1,4287;36,738;20,1685;1,07;19,4066
2023-02-15;1,5529;5,586;1,4356;0,9885;7,3229;23,666;7,4515;0,88825;8,3983;380,58;16320,55;3,773;88,6415;153,9;143,05;1374,34;19,9732;4,7;10,9193;1,7063;59,075;4,76;4,9008;11,14;1,4285;36,771;20,1677;1,07;19,2891
2023-02-14;1,5411;5,5552;1,4332;0,987;7,3314;23,749;7,4514;0,88125;8,4457;382,45;16303,53;3,7724;89,1227;153,3;142,14;1362,59;20,0122;4,6786;10,8778;1,6962;58,992;4,7623;4,901;11,101;1,427;36,387;20,2779;1,0759;19,1656
2023-02-13;1,5388;5,5576;1,4263;0,9849;7,293;23,739;7,4485;0,88281;8,3885;385,48;16278,44;3,7814;88,395;153,1;141,65;1364,06;19,8946;4,6618;10,8213;1,6846;58,581;4,7875;4,9031;11,155;1,4229;36,177;20,1377;1,0686;19,1664
